name,geometry_resto
La Paella de la Reina,POINT (440823.6977916437 4474575.372509785)
Charlie Champagne,POINT (439539.7239195221 4473930.122884223)
Restaurante Miguel Ángel,POINT (440484.827412979 4467152.310271597)
Campa,POINT (435025.3941683363 4472108.578735309)
El Económico,POINT (440643.4026772538 4473317.196354979)
Xing,POINT (447955.50571428903 4469092.762694532)
Nueva York,POINT (448030.9827420487 4469043.686952422)
El Ensanche,POINT (447980.8894390365 4469075.3590358)
Mesón José Luis,POINT (441466.8451783759 4477653.809687001)
Al Paseo,POINT (442040.181194708 4478425.765412494)
Da Nicola,POINT (441047.0259968431 4477685.69814553)
TGI Fridays,POINT (441122.73883585614 4478100.723957825)
José Luis,POINT (441715.178009755 4478418.020265824)
Cafetería del CNB,POINT (441548.9408463503 4488399.236251865)
Cafetería de Derecho,POINT (441484.4081768903 4488164.42555439)
Cafetería de Biología,POINT (441354.51524602564 4488238.788516481)
Cafetería de Psicología,POINT (441403.3071754726 4488365.532566607)
Cafetería del Rectorado,POINT (441140.2537831534 4488428.168908721)
,POINT (442003.5380409942 4488381.214309202)
Club de Tiro Cantoblanco,POINT (442125.8494632275 4488395.650654822)
Tam Coc,POINT (440220.2360412609 4473269.172745665)
Tierra Burrito Bar,POINT (439804.2784429253 4474454.832319398)
Rambal,POINT (440344.18717223493 4473703.530930614)
Terraza Cafe del Real,POINT (439804.14804661117 4474364.629246664)
Ouh Babbo!,POINT (439880.5340695651 4474477.975844131)
Las Cubas,POINT (447412.79693284835 4469391.680742828)
La Tagliatella,POINT (440288.74160986324 4473945.977639782)
Anica Waksman,POINT (441582.87190949224 4478619.485670866)
La Nonna,POINT (441592.86428524705 4478589.502413997)
Casa Bulgogi,POINT (440419.2502885794 4476019.01119529)
Pasta Pesto Pizta Pizza,POINT (439503.63194361445 4476001.149227267)
Chacón - La casa del Lacón,POINT (438480.5990869327 4473928.336798379)
La Doma,POINT (441722.5469511154 4476484.5464637885)
De Hermosilla,POINT (443344.0851862687 4475211.55648394)
Pobre de Mi,POINT (443243.19461981853 4474960.813612046)
Taberna Búlgara,POINT (443731.8222107537 4472710.542279339)
Parador de Bayona,POINT (438140.8639452466 4474008.6816279525)
A Ría de Noia,POINT (438481.2133424158 4473947.358373183)
Delhi Darbar,POINT (440820.73796610645 4473277.986098746)
Seoul,POINT (439092.12270650914 4473618.041992124)
Shangyuan,POINT (441027.9899259838 4473160.396371211)
Hong Kong City,POINT (439281.14330409456 4475896.459648169)
Vips,POINT (439491.74789623986 4475182.723315488)
Shoo Loong Kan,POINT (439482.56159628375 4475235.414814494)
Grosso,POINT (439473.44303219335 4475242.903719234)
El León de Oro,POINT (440698.810709276 4473932.74364535)
Miranda,POINT (440707.68925582734 4473905.277036309)
Pizzamascalzone,POINT (440740.94126971735 4473984.694586331)
Han Gang,POINT (441436.52112676593 4473964.931635981)
Trattoria SantArcangelo,POINT (441440.1878300193 4473861.889196552)
La Flor de la Canela,POINT (436814.3051416703 4470825.541755554)
La Soleá,POINT (440233.54057479114 4474528.314271923)
Tony Roma's,POINT (439844.47548073216 4474896.561045507)
Currito,POINT (437882.9676956022 4474014.876693869)
Macoes,POINT (437586.0506226708 4473736.771452441)
Dona Camila,POINT (439623.58691653126 4473710.752728439)
Wu Wei,POINT (439579.16394789715 4473869.339569568)
,POINT (439561.6459840459 4473875.031093129)
Bombay Masala,POINT (439797.5374794386 4475139.832095967)
Antoinette,POINT (440049.2551022846 4474586.599042372)
Vega Álamo,POINT (439846.38862743165 4475047.204228806)
Jin Jin,POINT (439782.5256307798 4475154.0505722035)
YGF Malatang,POINT (439782.9807742339 4475170.57584742)
Esfahan,POINT (439789.7597757082 4475147.431943953)
Baan Pad Thai,POINT (439789.3644702368 4475163.697634591)
Taberna del Mozárabe,POINT (439831.0580486613 4475105.239583348)
Chincha Casa Perú,POINT (439830.90870296245 4475017.944956284)
Los Remos,POINT (431203.35388062993 4479971.179007249)
San Antonio,POINT (438780.95606779226 4474776.114880164)
La Pesca,POINT (437837.69609788107 4474004.040164222)
Las Tablas,POINT (439459.5966082587 4474834.143468612)
La Victoria,POINT (440397.87019189174 4473539.913391788)
Shapla,POINT (440401.29506514315 4473477.5893415725)
Calcuta,POINT (440431.397876601 4473428.041090791)
Raj Puth,POINT (440532.7931602795 4473364.218002217)
La Jaca,POINT (436706.1930374894 4473309.985218667)
TAN-GO,POINT (436691.55304742604 4473303.69255993)
Gaztelubide,POINT (431245.4966048074 4479973.622467815)
,POINT (440845.8593823702 4477408.856556535)
Las Pecas: Tex-Mex pizza,POINT (434804.46960201324 4471925.289875421)
El Bierzo,POINT (440790.86266284715 4474772.801642538)
Le Cocó,POINT (440786.14624652796 4474784.694401861)
La Panza es Primero,POINT (439232.79120810586 4475930.864225351)
Turkana,POINT (439630.2360157279 4473935.87636276)
Los Ángeles,POINT (439641.6615638267 4475928.714001581)
Vegaviana,POINT (440774.6286613428 4474979.4798784135)
La Funda Mental,POINT (440676.247046629 4473280.326569482)
Lab '84,POINT (440359.7550910737 4474843.367299718)
Chie's Place,POINT (435010.43970954383 4472131.087438242)
Sukothay - Japonés y thailandés,POINT (441413.33292653126 4478455.909474208)
Restaurante Oriental Victoria,POINT (441778.4600497723 4467658.159946873)
Restaurante Rast,POINT (447367.68331778795 4476371.683901755)
Saona,POINT (441128.56694689614 4478488.192839375)
Vips,POINT (440677.1272583717 4474400.740991188)
Ginos,POINT (440683.05476965953 4474402.503494658)
Delicias del Museo,POINT (441270.9816781961 4478591.798466354)
Estrella Central,POINT (442796.586438171 4472450.8809854025)
Vips,POINT (442509.46992236335 4484618.5078566335)
ARIMA,POINT (440697.8686161923 4476913.01512774)
Restaurante Vivares,POINT (440662.2983016716 4474878.9637458185)
BASICS by Goiko,POINT (440679.24433283386 4474904.116924632)
La Nieta,POINT (440835.78189084947 4474786.400487679)
Bioloco,POINT (439088.2315868145 4474769.315658691)
Bar Cruz de Mayo,POINT (440606.2766166321 4476752.480938934)
Lena,POINT (439971.94531516096 4474868.098229209)
casa de Can,POINT (440468.50014060637 4474784.546256173)
O'Ribeirinho,POINT (441510.89394760085 4483098.177038202)
Aynaelda,POINT (436003.99244575686 4471977.870252558)
,POINT (444518.7364088211 4482699.646747167)
Hak,POINT (444668.85782550916 4482579.235165897)
Mi cocina asiática,POINT (444174.71972090536 4482899.566864734)
,POINT (444508.5776515094 4482707.981054273)
Do Meigo,POINT (444186.82337751915 4482888.475696034)
Ni Hao,POINT (444406.0439116927 4482706.078565595)
Restaurante Bar Mundi,POINT (439722.68474976975 4475194.338691827)
Los Tres Cerditos,POINT (439182.33512582985 4474675.161347107)
Puro Teatro,POINT (440367.64093724586 4475559.353752518)
Samara,POINT (440468.28877542925 4475756.51200482)
Il Posto,POINT (440250.0330434261 4476416.809015902)
Teikit,POINT (440489.770175159 4477085.261125535)
La Fontana de Cronos,POINT (447469.6870351224 4476691.095725709)
,POINT (447482.65755691787 4476724.084324113)
El Chiscón,POINT (442161.19565179845 4474884.076332196)
Lupita IV,POINT (443547.4370962054 4472048.803610087)
El Roble,POINT (440762.18789162225 4472783.826565616)
La Vera,POINT (440630.9058021301 4473809.420006033)
Foster's Hollywood,POINT (438941.5920661971 4474735.619167049)
El Ñeru,POINT (439954.4894369772 4474224.576363214)
Restaurante Triana,POINT (442624.99275600875 4474558.327806324)
Espada Da'Tomaso,POINT (442694.9936875967 4474380.59347293)
Portosín,POINT (441052.38633236854 4475511.5983070405)
Pintxos,POINT (443407.839056127 4484503.695163402)
Excalibur,POINT (439380.1632878231 4475260.142167275)
Bar Lozano,POINT (440480.8027011218 4475111.585297122)
Al Socaire,POINT (442728.07383579575 4473838.565113333)
Cafetería Veterinaria,POINT (437422.4672085217 4477832.676811738)
Raddish Express,POINT (-5627993.366329844 10099013.09522202)
Pinocchio,POINT (443003.24314488337 4474104.802757182)
Casa Guerra,POINT (447203.34696870344 4469809.626441241)
Nuestro Bar,POINT (447214.0629792495 4469392.1760917995)
Come y caña,POINT (438755.9450221817 4479953.569843339)
Las Marismas,POINT (438366.5097611618 4474000.45153161)
Lizarrán,POINT (440283.1260249125 4476424.82628641)
Fidela,POINT (440282.96726790245 4476417.678700288)
Deli,POINT (440283.96509157127 4476441.770369334)
Astros,POINT (440287.0141880523 4476544.438663395)
Oriental Palace,POINT (438845.43288321426 4479583.370067649)
Restaurante La Parra,POINT (438768.9888790554 4480276.352338584)
Passaparola,POINT (434974.71457687655 4471102.355460024)
Guang Zhou,POINT (434977.49713812245 4471091.397099378)
Vips,POINT (439502.4605759489 4477143.811897958)
,POINT (439225.83110452734 4477189.177712135)
Donate,POINT (439555.495294665 4477861.7015570095)
,POINT (439579.5189609879 4477864.682497582)
Casa Coronel,POINT (434980.7259714507 4471077.082443519)
Taberna Pompeyana,POINT (440457.8772607396 4474075.120763515)
Il cratere del gusto,POINT (439005.1150475093 4475686.710889518)
La Tagliatella,POINT (440036.20566318696 4474588.612731793)
Preity Raj 2,POINT (440074.35054650455 4474503.742766662)
Badila,POINT (440290.22916713916 4473702.317509429)
Casquería Oscar,POINT (440187.1560064188 4473600.70214691)
El Rancho,POINT (439064.7270330117 4472557.295158858)
Neotaberna La Fortu,POINT (440346.44855885557 4478554.838254561)
Trilla La Tahona,POINT (436235.0433664752 4472523.50270624)
Enso Sushi,POINT (441441.1215592377 4475503.999361902)
Bar La Cueva de Barragan,POINT (439291.70630204625 4474703.8581474675)
La Almendra de la Morería,POINT (439525.38498172845 4473886.00231967)
La Copita Asturiana,POINT (439644.53875680687 4473596.102839707)
La Dehesa de Santa María,POINT (439478.496095397 4474083.47324008)
Zoco,POINT (439470.3912514805 4473841.499423559)
La Muralla,POINT (439679.5802333756 4473689.6548350565)
La Potente,POINT (439710.04776954 4473710.434470816)
Viuda de Vacas,POINT (439586.4977232962 4473524.249360677)
La Pizpireta,POINT (439614.3712355369 4473566.296200892)
Los Ángeles,POINT (439560.1622700286 4473529.889804437)
Casa Mateos,POINT (439559.3086540553 4473513.467692123)
El Antoju,POINT (439507.16652585624 4473500.889253394)
Taberna El Búho,POINT (439704.95317540364 4473642.461635144)
Taberna J. Blanco,POINT (439604.8257886615 4473528.4309854815)
El Bombín de Sabina,POINT (439610.0749702825 4473535.404333475)
San Francisco 13,POINT (439469.0504638624 4473575.549140998)
,POINT (439738.3087964101 4473573.868893492)
La Figal. Comidas caseras,POINT (439262.8049536592 4474724.206736908)
Torayo Antonio,POINT (439276.3120213378 4473933.428259276)
D'Madrid,POINT (443443.33444144647 4482133.985405133)
Crono,POINT (443676.0025090569 4482093.399123649)
El rincón del puchero,POINT (435569.05121047905 4468238.361061402)
Bastardis,POINT (435588.23628874 4468236.72012981)
La fábula,POINT (435664.9025594658 4468175.897352819)
Il Pomo d'oro,POINT (435788.27534938103 4468190.760091302)
La Maluca,POINT (435810.29252353485 4468208.499520674)
Mesón La Peseta,POINT (435861.35785384174 4468214.190893406)
Los Barriletes,POINT (443217.0449784702 4474738.655682101)
Pizza Jardín,POINT (439428.79020911077 4477036.552529056)
Sanissimo Opera,POINT (439818.4820223721 4474504.615838585)
Juca Cervecería,POINT (436406.87335177284 4473271.433522761)
Las Murallas,POINT (435888.98206970777 4471647.07302228)
Feito Río,POINT (440323.61633856443 4471470.569244601)
La Parrilla,POINT (440515.8250222799 4471184.390265641)
El Mirador de Legazpi,POINT (440997.5351734046 4471465.328682668)
Piantao,POINT (440920.2958748054 4471510.361009946)
Marisquería O´Portiño,POINT (440739.17016569857 4471735.932692425)
El Tizón,POINT (440719.9661105123 4471866.261222723)
Luis,POINT (440493.40495311935 4471935.268957815)
go hyang mat,POINT (440662.92483964626 4471995.168407288)
Don José,POINT (440749.744389206 4472177.49804041)
Casa Luis,POINT (440474.7582432796 4472264.650162053)
Parras,POINT (440770.754016095 4472002.874927429)
Alconada,POINT (440598.72818424366 4472357.356744014)
La Casa de Chen,POINT (440898.76912763075 4472053.116882401)
Wenger,POINT (440909.32356398413 4472033.296865711)
Casa Jari,POINT (440762.92780105176 4471951.130171514)
La Vaca,POINT (438759.2171658456 4475678.992180379)
,POINT (440501.8281953324 4472247.1850499455)
Bar Alonso,POINT (440877.06366655754 4472024.570632036)
City de Oro,POINT (441003.39268365176 4471854.05885207)
Cocina Asiática Chun,POINT (441160.55396526214 4471519.0742437)
Fang,POINT (441080.5757049906 4471625.002054395)
Anta,POINT (441126.5561641383 4471463.249628409)
Buenas y Santas,POINT (441191.9199595513 4471491.487599943)
Bremen,POINT (441035.80921251595 4471517.600238522)
La Flor de Asturias,POINT (441039.3654137528 4471551.073887758)
El Tarugo,POINT (441047.4878199864 4471636.395845781)
Bodas Imperio,POINT (439153.83990856865 4481501.673224422)
Bar Restaurante La Ponderosa,POINT (439180.11955536046 4481514.558462613)
Cafetín La Quimera,POINT (443860.8819901241 4475209.576922506)
La Picapizza,POINT (436128.7766384855 4471284.531615933)
Alegría,POINT (436106.01499154954 4471307.826007897)
Passaparola,POINT (436082.3824133576 4471331.494215118)
Matsuri,POINT (447275.97622778657 4478300.335878794)
Taberna La Alhambra,POINT (440475.97379238636 4474164.725868007)
,POINT (447726.0844511169 4479330.851770517)
Chop Suey,POINT (436171.85332810396 4470966.195871251)
Di Adrianna Pizza&Pasta,POINT (436204.71374447225 4470943.4708090015)
Ginos,POINT (446620.013785709 4476793.277124269)
La cajita de Nori,POINT (439765.5961329509 4475416.262936492)
Pepe's,POINT (443909.1754856499 4482227.163983386)
La Parrilla del Hontanal,POINT (443839.95569615124 4481958.347118874)
Rocafría,POINT (440993.02132825885 4474812.191135581)
El Duero,POINT (435023.63272240094 4471094.571953375)
La Librería Alejandría,POINT (434965.8481570499 4471142.950076353)
Radiante Oriental,POINT (434952.8530378019 4471202.7182123335)
Trattoria di Aluche,POINT (434958.63077707565 4471176.9476618245)
Café Bar Alma,POINT (440815.5126963621 4473520.132145124)
Bahía Taberna,POINT (449774.7984390273 4479386.790643008)
Alcaravea Gaztambide,POINT (439342.4927579525 4476639.633640146)
Lua,POINT (440985.2654016115 4476037.909823189)
Museo del Jamón,POINT (442768.35836924665 4475197.43713683)
Victoria,POINT (443089.1693705874 4474988.034621654)
Mesón Gallego III,POINT (440896.3147854772 4479540.3293250585)
El Chaflán del Bulevar,POINT (447333.0545852982 4472487.169781149)
Taberna de la Chana,POINT (447276.3905594122 4472503.918799962)
Dimas,POINT (436014.32928985724 4470044.379096032)
100 Montaditos,POINT (440860.8640195871 4476288.589373871)
Sidrería La Cuenca,POINT (440021.9944455301 4475040.246592511)
Más que Pintxos,POINT (441687.04900835047 4478691.06119293)
Bohemia,POINT (437203.5991275155 4471549.281322493)
Casa Finis,POINT (436761.99241558556 4472808.504628409)
Chifa El Retablo de Kelly,POINT (436964.9347157142 4471922.046335175)
Casa Mari,POINT (436735.5585648972 4472500.704288276)
La Brasería,POINT (436983.38410464564 4471817.744433793)
La Casa de Lin,POINT (437183.56277871795 4471561.804115952)
Buen Provecho,POINT (436937.91154402116 4471906.921131696)
Mesón El Molinero,POINT (436847.09985423344 4472120.896557213)
Mesón del Cordero,POINT (436856.646483452 4472063.270048771)
Victoria,POINT (436723.6064389897 4472802.145718651)
Casa Laura,POINT (440210.20447843743 4479515.318410649)
Burguer La Posta,POINT (436240.73861125455 4473701.4336356055)
Salchichería El Grill Alemán,POINT (436239.0171045878 4473694.56579628)
Museo del Jamón,POINT (440479.4648930355 4474234.687791601)
Café del Nuncio,POINT (439775.85674677166 4473871.864391081)
100 Montaditos,POINT (440326.41908575874 4477663.054247261)
Reina Victoria,POINT (440197.1056342306 4477625.788262541)
Asador Parrilla,POINT (446161.81652161136 4476509.418321601)
Virgen del Cisne,POINT (445773.6729082625 4476422.602963548)
Yerbabuena,POINT (439947.7650683592 4474213.407443348)
Bocoy,POINT (442460.88696245884 4474894.546583874)
Tapería Saraiba,POINT (442424.05448464013 4474898.348313128)
Estilo II,POINT (442438.7199300088 4474896.870300678)
Foster's Hollywood,POINT (442429.99569126475 4474962.7528550355)
La Famiglia,POINT (436211.3396452469 4472464.537243004)
Gran Nemrut Oporto,POINT (437985.5416301529 4471133.595992474)
Matilda,POINT (441087.76918245346 4473616.972601882)
Ganz,POINT (441046.39535345044 4473630.995946472)
La Estación,POINT (438672.22294185637 4474898.123647428)
Café Carmen,POINT (440241.4355383843 4474427.7902849205)
El Ventorrillo,POINT (439428.2856097317 4473822.202346375)
Chez Madrid,POINT (441069.1868789451 4474016.452807525)
Lateral Santa Ana,POINT (440514.41947578406 4473985.322786551)
De La Riva,POINT (442285.1999873665 4478561.843043072)
La Cocina de San Román,POINT (442500.2879153788 4478612.061511667)
Royal Fenix,POINT (442413.7709343893 4478471.95876638)
La perla oriental,POINT (444036.8914150725 4472304.633545726)
El Rinconcito Andaluz,POINT (444095.3419250312 4472211.708155357)
El Señor de los Milagros,POINT (437996.7264632589 4473617.062118054)
La Pochola,POINT (445658.2291520985 4477033.3487652885)
